"tramo_horario"|"cantidad"|"articulo"|"fecha"
"1"|"1"|"8"|"2021-11-05"
"1"|"2"|"9"|"2021-11-05"
"1"|"1"|"7"|"2021-11-05"
"1"|"1"|"14"|"2021-11-05"
"3"|"1"|"14"|"2021-11-05"
"3"|"1"|"6"|"2021-11-05"
"5"|"1"|"2"|"2021-11-05"
"8"|"1"|"7"|"2021-11-05"
"8"|"1"|"15"|"2021-11-05"
"9"|"2"|"9"|"2021-11-05"
"10"|"2"|"15"|"2021-11-05"
"10"|"3"|"9"|"2021-11-05"
"11"|"1"|"15"|"2021-11-05"
"11"|"1"|"6"|"2021-11-05"
"11"|"1"|"9"|"2021-11-05"
"12"|"1"|"15"|"2021-11-05"
"12"|"1"|"9"|"2021-11-05"
"13"|"1"|"8"|"2021-11-05"
"13"|"1"|"9"|"2021-11-05"
"14"|"1"|"15"|"2021-11-05"
"14"|"1"|"8"|"2021-11-05"
"14"|"3"|"9"|"2021-11-05"
"14"|"1"|"7"|"2021-11-05"
"14"|"1"|"13"|"2021-11-05"
"15"|"2"|"9"|"2021-11-05"
"16"|"1"|"11"|"2021-11-05"
"16"|"1"|"7"|"2021-11-05"
"16"|"1"|"13"|"2021-11-05"
"16"|"1"|"9"|"2021-11-05"
"17"|"1"|"15"|"2021-11-05"
"17"|"2"|"9"|"2021-11-05"
"18"|"4"|"15"|"2021-11-05"
"18"|"1"|"11"|"2021-11-05"
"18"|"4"|"9"|"2021-11-05"
"18"|"1"|"1"|"2021-11-05"
"18"|"1"|"7"|"2021-11-05"
"18"|"1"|"13"|"2021-11-05"
"19"|"1"|"15"|"2021-11-05"
"19"|"2"|"13"|"2021-11-05"
"19"|"1"|"9"|"2021-11-05"
"20"|"1"|"10"|"2021-11-05"
"20"|"1"|"8"|"2021-11-05"
"20"|"3"|"15"|"2021-11-05"
"20"|"2"|"9"|"2021-11-05"
"20"|"4"|"7"|"2021-11-05"
"20"|"1"|"13"|"2021-11-05"
"21"|"1"|"15"|"2021-11-05"
"21"|"1"|"8"|"2021-11-05"
"21"|"1"|"14"|"2021-11-05"
"21"|"1"|"5"|"2021-11-05"
"22"|"2"|"8"|"2021-11-05"
"22"|"2"|"13"|"2021-11-05"
"22"|"1"|"14"|"2021-11-05"
"23"|"3"|"6"|"2021-11-05"
"23"|"1"|"13"|"2021-11-05"
"23"|"1"|"11"|"2021-11-05"
"23"|"3"|"8"|"2021-11-05"
"23"|"1"|"9"|"2021-11-05"
"23"|"1"|"14"|"2021-11-05"
"23"|"1"|"17"|"2021-11-05"
"24"|"1"|"8"|"2021-11-05"
"24"|"1"|"6"|"2021-11-05"
"24"|"1"|"17"|"2021-11-05"
"24"|"2"|"12"|"2021-11-05"
"1"|"2"|"6"|"2021-11-06"
"1"|"2"|"16"|"2021-11-06"
"1"|"1"|"8"|"2021-11-06"
"1"|"1"|"9"|"2021-11-06"
"1"|"2"|"14"|"2021-11-06"
"1"|"1"|"12"|"2021-11-06"
"2"|"1"|"12"|"2021-11-06"
"2"|"1"|"14"|"2021-11-06"
"3"|"1"|"3"|"2021-11-06"
"3"|"1"|"9"|"2021-11-06"
"3"|"1"|"13"|"2021-11-06"
"4"|"1"|"15"|"2021-11-06"
"4"|"2"|"8"|"2021-11-06"
"4"|"1"|"2"|"2021-11-06"
"4"|"1"|"7"|"2021-11-06"
"5"|"1"|"8"|"2021-11-06"
"6"|"1"|"13"|"2021-11-06"
"8"|"1"|"7"|"2021-11-06"
"9"|"1"|"15"|"2021-11-06"
"9"|"1"|"14"|"2021-11-06"
"9"|"2"|"13"|"2021-11-06"
"9"|"1"|"9"|"2021-11-06"
"11"|"1"|"15"|"2021-11-06"
"11"|"1"|"11"|"2021-11-06"
"11"|"1"|"13"|"2021-11-06"
"11"|"1"|"9"|"2021-11-06"
"12"|"2"|"15"|"2021-11-06"
"12"|"1"|"6"|"2021-11-06"
"12"|"1"|"9"|"2021-11-06"
"12"|"1"|"7"|"2021-11-06"
"13"|"1"|"15"|"2021-11-06"
"13"|"1"|"8"|"2021-11-06"
"13"|"1"|"9"|"2021-11-06"
"14"|"2"|"9"|"2021-11-06"
"14"|"1"|"13"|"2021-11-06"
"15"|"1"|"15"|"2021-11-06"
"15"|"1"|"12"|"2021-11-06"
"15"|"1"|"8"|"2021-11-06"
"15"|"2"|"9"|"2021-11-06"
"16"|"2"|"11"|"2021-11-06"
"16"|"3"|"15"|"2021-11-06"
"16"|"1"|"13"|"2021-11-06"
"17"|"1"|"15"|"2021-11-06"
"17"|"2"|"13"|"2021-11-06"
"17"|"1"|"9"|"2021-11-06"
"18"|"3"|"15"|"2021-11-06"
"18"|"1"|"12"|"2021-11-06"
"18"|"2"|"9"|"2021-11-06"
"19"|"1"|"15"|"2021-11-06"
"19"|"3"|"9"|"2021-11-06"
"20"|"1"|"15"|"2021-11-06"
"20"|"1"|"12"|"2021-11-06"
"20"|"2"|"9"|"2021-11-06"
"21"|"1"|"8"|"2021-11-06"
"21"|"1"|"14"|"2021-11-06"
"21"|"2"|"9"|"2021-11-06"
"22"|"1"|"10"|"2021-11-06"
"22"|"3"|"8"|"2021-11-06"
"22"|"1"|"6"|"2021-11-06"
"22"|"1"|"16"|"2021-11-06"
"22"|"1"|"17"|"2021-11-06"
"22"|"1"|"12"|"2021-11-06"
"22"|"2"|"14"|"2021-11-06"
"23"|"1"|"10"|"2021-11-06"
"23"|"3"|"6"|"2021-11-06"
"23"|"3"|"16"|"2021-11-06"
"23"|"1"|"17"|"2021-11-06"
"23"|"2"|"8"|"2021-11-06"
"23"|"1"|"9"|"2021-11-06"
"23"|"1"|"17"|"2021-11-06"
"23"|"2"|"14"|"2021-11-06"
"24"|"1"|"15"|"2021-11-06"
"24"|"1"|"17"|"2021-11-06"
"24"|"2"|"12"|"2021-11-06"
"9"|"1"|"9"|"2021-11-07"
"9"|"1"|"15"|"2021-11-07"
"9"|"1"|"13"|"2021-11-07"
"10"|"1"|"13"|"2021-11-07"
"10"|"1"|"15"|"2021-11-07"
"11"|"1"|"13"|"2021-11-07"
"12"|"1"|"14"|"2021-11-07"
"13"|"1"|"13"|"2021-11-07"
"15"|"1"|"10"|"2021-11-07"
"15"|"1"|"15"|"2021-11-07"
"15"|"1"|"7"|"2021-11-07"
"15"|"1"|"14"|"2021-11-07"
"16"|"2"|"15"|"2021-11-07"
"16"|"1"|"8"|"2021-11-07"
"16"|"1"|"14"|"2021-11-07"
"17"|"1"|"7"|"2021-11-07"
"17"|"3"|"9"|"2021-11-07"
"18"|"4"|"9"|"2021-11-07"
"19"|"1"|"9"|"2021-11-07"
"19"|"1"|"13"|"2021-11-07"
"20"|"1"|"15"|"2021-11-07"
"20"|"1"|"9"|"2021-11-07"
"20"|"1"|"12"|"2021-11-07"
"20"|"1"|"14"|"2021-11-07"
"20"|"1"|"13"|"2021-11-07"
"21"|"1"|"15"|"2021-11-07"
"22"|"1"|"15"|"2021-11-07"
"22"|"1"|"9"|"2021-11-07"
"23"|"1"|"10"|"2021-11-07"
"23"|"1"|"12"|"2021-11-07"
"23"|"1"|"17"|"2021-11-07"
"23"|"3"|"9"|"2021-11-07"
"23"|"1"|"17"|"2021-11-07"
"24"|"1"|"9"|"2021-11-07"
"1"|"1"|"8"|"2021-11-08"
"1"|"1"|"15"|"2021-11-08"
"2"|"3"|"8"|"2021-11-08"
"3"|"1"|"8"|"2021-11-08"
"8"|"1"|"13"|"2021-11-08"
"9"|"1"|"15"|"2021-11-08"
"9"|"1"|"8"|"2021-11-08"
"9"|"1"|"13"|"2021-11-08"
"10"|"1"|"15"|"2021-11-08"
"10"|"2"|"8"|"2021-11-08"
"10"|"3"|"9"|"2021-11-08"
"10"|"1"|"13"|"2021-11-08"
"11"|"1"|"11"|"2021-11-08"
"11"|"2"|"15"|"2021-11-08"
"12"|"2"|"15"|"2021-11-08"
"12"|"1"|"4"|"2021-11-08"
"13"|"1"|"6"|"2021-11-08"
"13"|"1"|"13"|"2021-11-08"
"14"|"1"|"10"|"2021-11-08"
"14"|"2"|"15"|"2021-11-08"
"15"|"1"|"11"|"2021-11-08"
"15"|"1"|"7"|"2021-11-08"
"15"|"1"|"9"|"2021-11-08"
"17"|"2"|"13"|"2021-11-08"
"17"|"3"|"9"|"2021-11-08"
"18"|"3"|"15"|"2021-11-08"
"18"|"2"|"9"|"2021-11-08"
"19"|"1"|"15"|"2021-11-08"
"19"|"2"|"9"|"2021-11-08"
"19"|"1"|"13"|"2021-11-08"
"20"|"3"|"15"|"2021-11-08"
"20"|"1"|"6"|"2021-11-08"
"20"|"3"|"9"|"2021-11-08"
"20"|"1"|"11"|"2021-11-08"
"21"|"1"|"15"|"2021-11-08"
"21"|"1"|"9"|"2021-11-08"
"21"|"1"|"12"|"2021-11-08"
"22"|"1"|"15"|"2021-11-08"
"22"|"2"|"13"|"2021-11-08"
"22"|"1"|"9"|"2021-11-08"
"23"|"1"|"10"|"2021-11-08"
"23"|"1"|"15"|"2021-11-08"
"23"|"2"|"8"|"2021-11-08"
"23"|"1"|"7"|"2021-11-08"
"23"|"1"|"14"|"2021-11-08"
"24"|"1"|"10"|"2021-11-08"
"24"|"2"|"15"|"2021-11-08"
"24"|"2"|"9"|"2021-11-08"
"24"|"2"|"12"|"2021-11-08"
"24"|"1"|"14"|"2021-11-08"
"2"|"1"|"15"|"2021-11-09"
"2"|"2"|"9"|"2021-11-09"
"2"|"1"|"7"|"2021-11-09"
"5"|"1"|"9"|"2021-11-09"
"9"|"1"|"6"|"2021-11-09"
"9"|"1"|"9"|"2021-11-09"
"9"|"1"|"15"|"2021-11-09"
"10"|"2"|"15"|"2021-11-09"
"10"|"1"|"7"|"2021-11-09"
"10"|"1"|"9"|"2021-11-09"
"11"|"2"|"15"|"2021-11-09"
"11"|"2"|"9"|"2021-11-09"
"12"|"1"|"15"|"2021-11-09"
"12"|"2"|"9"|"2021-11-09"
"13"|"1"|"9"|"2021-11-09"
"14"|"1"|"13"|"2021-11-09"
"15"|"4"|"9"|"2021-11-09"
"15"|"1"|"13"|"2021-11-09"
"16"|"3"|"15"|"2021-11-09"
"16"|"1"|"9"|"2021-11-09"
"16"|"1"|"13"|"2021-11-09"
"17"|"1"|"9"|"2021-11-09"
"18"|"1"|"15"|"2021-11-09"
"18"|"1"|"11"|"2021-11-09"
"18"|"2"|"7"|"2021-11-09"
"18"|"3"|"9"|"2021-11-09"
"19"|"2"|"15"|"2021-11-09"
"19"|"1"|"7"|"2021-11-09"
"19"|"1"|"13"|"2021-11-09"
"19"|"2"|"9"|"2021-11-09"
"20"|"1"|"15"|"2021-11-09"
"20"|"1"|"13"|"2021-11-09"
"20"|"1"|"9"|"2021-11-09"
"21"|"2"|"15"|"2021-11-09"
"21"|"1"|"9"|"2021-11-09"
"22"|"1"|"14"|"2021-11-09"
"22"|"1"|"13"|"2021-11-09"
"22"|"1"|"9"|"2021-11-09"
"23"|"1"|"10"|"2021-11-09"
"1"|"1"|"6"|"2021-11-10"
"1"|"2"|"9"|"2021-11-10"
"1"|"1"|"12"|"2021-11-10"
"2"|"2"|"8"|"2021-11-10"
"2"|"1"|"9"|"2021-11-10"
"9"|"1"|"9"|"2021-11-10"
"10"|"3"|"15"|"2021-11-10"
"10"|"3"|"9"|"2021-11-10"
"10"|"1"|"12"|"2021-11-10"
"10"|"1"|"13"|"2021-11-10"
"11"|"2"|"15"|"2021-11-10"
"11"|"2"|"7"|"2021-11-10"
"11"|"2"|"9"|"2021-11-10"
"12"|"1"|"12"|"2021-11-10"
"12"|"1"|"13"|"2021-11-10"
"13"|"1"|"11"|"2021-11-10"
"13"|"1"|"1"|"2021-11-10"
"13"|"3"|"9"|"2021-11-10"
"14"|"1"|"15"|"2021-11-10"
"14"|"1"|"14"|"2021-11-10"
"14"|"3"|"9"|"2021-11-10"
"15"|"2"|"9"|"2021-11-10"
"16"|"2"|"11"|"2021-11-10"
"16"|"1"|"9"|"2021-11-10"
"17"|"2"|"7"|"2021-11-10"
"17"|"1"|"14"|"2021-11-10"
"17"|"1"|"9"|"2021-11-10"
"18"|"1"|"10"|"2021-11-10"
"18"|"1"|"15"|"2021-11-10"
"18"|"1"|"9"|"2021-11-10"
"19"|"1"|"8"|"2021-11-10"
"19"|"1"|"6"|"2021-11-10"
"19"|"3"|"9"|"2021-11-10"
"19"|"1"|"13"|"2021-11-10"
"20"|"1"|"6"|"2021-11-10"
"20"|"1"|"9"|"2021-11-10"
"21"|"1"|"7"|"2021-11-10"
"21"|"2"|"15"|"2021-11-10"
"21"|"3"|"9"|"2021-11-10"
"22"|"1"|"15"|"2021-11-10"
"22"|"1"|"16"|"2021-11-10"
"22"|"1"|"8"|"2021-11-10"
"22"|"1"|"6"|"2021-11-10"
"22"|"1"|"9"|"2021-11-10"
"22"|"1"|"12"|"2021-11-10"
"22"|"1"|"13"|"2021-11-10"
"23"|"1"|"15"|"2021-11-10"
"23"|"2"|"8"|"2021-11-10"
"23"|"1"|"11"|"2021-11-10"
"23"|"1"|"12"|"2021-11-10"
"23"|"1"|"14"|"2021-11-10"
"24"|"1"|"9"|"2021-11-10"
"24"|"2"|"12"|"2021-11-10"
"24"|"1"|"7"|"2021-11-10"
"1"|"1"|"8"|"2021-11-11"
"1"|"1"|"6"|"2021-11-11"
"1"|"2"|"14"|"2021-11-11"
"5"|"1"|"9"|"2021-11-11"
"6"|"2"|"3"|"2021-11-11"
"7"|"1"|"8"|"2021-11-11"
"9"|"1"|"13"|"2021-11-11"
"10"|"1"|"12"|"2021-11-11"
"10"|"1"|"11"|"2021-11-11"
"11"|"2"|"14"|"2021-11-11"
"11"|"1"|"13"|"2021-11-11"
"11"|"1"|"9"|"2021-11-11"
"12"|"2"|"9"|"2021-11-11"
"13"|"1"|"15"|"2021-11-11"
"13"|"1"|"11"|"2021-11-11"
"13"|"1"|"9"|"2021-11-11"
"13"|"1"|"13"|"2021-11-11"
"14"|"2"|"15"|"2021-11-11"
"14"|"3"|"9"|"2021-11-11"
"14"|"1"|"7"|"2021-11-11"
"15"|"2"|"7"|"2021-11-11"
"16"|"1"|"15"|"2021-11-11"
"16"|"2"|"9"|"2021-11-11"
"16"|"1"|"2"|"2021-11-11"
"16"|"1"|"12"|"2021-11-11"
"17"|"2"|"9"|"2021-11-11"
"17"|"1"|"13"|"2021-11-11"
"18"|"1"|"7"|"2021-11-11"
"18"|"1"|"9"|"2021-11-11"
"19"|"2"|"15"|"2021-11-11"
"19"|"1"|"11"|"2021-11-11"
"19"|"1"|"13"|"2021-11-11"
"19"|"4"|"9"|"2021-11-11"
"20"|"1"|"8"|"2021-11-11"
"20"|"1"|"15"|"2021-11-11"
"21"|"1"|"11"|"2021-11-11"
"21"|"1"|"14"|"2021-11-11"
"21"|"1"|"9"|"2021-11-11"
"22"|"1"|"15"|"2021-11-11"
"22"|"1"|"11"|"2021-11-11"
"22"|"1"|"8"|"2021-11-11"
"22"|"2"|"9"|"2021-11-11"
"22"|"1"|"12"|"2021-11-11"
"23"|"1"|"15"|"2021-11-11"
"23"|"1"|"6"|"2021-11-11"
"23"|"1"|"12"|"2021-11-11"
"23"|"1"|"13"|"2021-11-11"
"24"|"1"|"11"|"2021-11-11"
"24"|"1"|"14"|"2021-11-11"
"24"|"1"|"9"|"2021-11-11"
"1"|"2"|"14"|"2021-11-12"
"1"|"1"|"12"|"2021-11-12"
"1"|"1"|"8"|"2021-11-12"
"1"|"3"|"6"|"2021-11-12"
"1"|"1"|"9"|"2021-11-12"
"2"|"1"|"2"|"2021-11-12"
"3"|"1"|"7"|"2021-11-12"
"6"|"1"|"13"|"2021-11-12"
"9"|"1"|"10"|"2021-11-12"
"10"|"1"|"12"|"2021-11-12"
"10"|"1"|"9"|"2021-11-12"
"11"|"1"|"11"|"2021-11-12"
"11"|"1"|"9"|"2021-11-12"
"11"|"1"|"13"|"2021-11-12"
"14"|"2"|"15"|"2021-11-12"
"14"|"1"|"9"|"2021-11-12"
"15"|"1"|"15"|"2021-11-12"
"15"|"2"|"7"|"2021-11-12"
"15"|"2"|"9"|"2021-11-12"
"15"|"1"|"13"|"2021-11-12"
"16"|"2"|"15"|"2021-11-12"
"16"|"1"|"7"|"2021-11-12"
"16"|"1"|"13"|"2021-11-12"
"16"|"3"|"9"|"2021-11-12"
"17"|"1"|"15"|"2021-11-12"
"17"|"1"|"13"|"2021-11-12"
"17"|"3"|"9"|"2021-11-12"
"18"|"3"|"15"|"2021-11-12"
"18"|"2"|"9"|"2021-11-12"
"19"|"4"|"9"|"2021-11-12"
"19"|"1"|"13"|"2021-11-12"
"20"|"1"|"15"|"2021-11-12"
"20"|"1"|"11"|"2021-11-12"
"20"|"1"|"14"|"2021-11-12"
"20"|"5"|"9"|"2021-11-12"
"21"|"1"|"15"|"2021-11-12"
"21"|"1"|"8"|"2021-11-12"
"21"|"1"|"9"|"2021-11-12"
"21"|"1"|"7"|"2021-11-12"
"21"|"2"|"14"|"2021-11-12"
"21"|"1"|"13"|"2021-11-12"
"22"|"3"|"6"|"2021-11-12"
"22"|"1"|"17"|"2021-11-12"
"22"|"1"|"16"|"2021-11-12"
"22"|"1"|"12"|"2021-11-12"
"22"|"1"|"13"|"2021-11-12"
"23"|"1"|"10"|"2021-11-12"
"23"|"2"|"8"|"2021-11-12"
"23"|"2"|"6"|"2021-11-12"
"23"|"1"|"9"|"2021-11-12"
"23"|"1"|"17"|"2021-11-12"
"23"|"1"|"16"|"2021-11-12"
"24"|"1"|"10"|"2021-11-12"
"24"|"2"|"9"|"2021-11-12"
"24"|"1"|"14"|"2021-11-12"
"1"|"1"|"15"|"2021-11-13"
"1"|"2"|"8"|"2021-11-13"
"1"|"1"|"13"|"2021-11-13"
"2"|"1"|"8"|"2021-11-13"
"2"|"1"|"17"|"2021-11-13"
"2"|"1"|"12"|"2021-11-13"
"2"|"1"|"14"|"2021-11-13"
"2"|"1"|"13"|"2021-11-13"
"3"|"1"|"8"|"2021-11-13"
"3"|"1"|"9"|"2021-11-13"
"4"|"1"|"9"|"2021-11-13"
"5"|"1"|"15"|"2021-11-13"
"6"|"1"|"12"|"2021-11-13"
"6"|"2"|"9"|"2021-11-13"
"7"|"1"|"12"|"2021-11-13"
"8"|"1"|"15"|"2021-11-13"
"8"|"1"|"9"|"2021-11-13"
"10"|"1"|"15"|"2021-11-13"
"10"|"1"|"12"|"2021-11-13"
"10"|"1"|"9"|"2021-11-13"
"11"|"1"|"15"|"2021-11-13"
"11"|"2"|"9"|"2021-11-13"
"12"|"1"|"12"|"2021-11-13"
"13"|"1"|"10"|"2021-11-13"
"13"|"2"|"15"|"2021-11-13"
"13"|"2"|"9"|"2021-11-13"
"14"|"1"|"6"|"2021-11-13"
"14"|"1"|"13"|"2021-11-13"
"15"|"1"|"15"|"2021-11-13"
"15"|"3"|"9"|"2021-11-13"
"16"|"1"|"15"|"2021-11-13"
"16"|"1"|"11"|"2021-11-13"
"16"|"1"|"9"|"2021-11-13"
"16"|"1"|"7"|"2021-11-13"
"16"|"1"|"13"|"2021-11-13"
"16"|"1"|"17"|"2021-11-13"
"17"|"1"|"7"|"2021-11-13"
"17"|"2"|"15"|"2021-11-13"
"17"|"3"|"9"|"2021-11-13"
"18"|"2"|"9"|"2021-11-13"
"18"|"1"|"15"|"2021-11-13"
"19"|"1"|"7"|"2021-11-13"
"19"|"1"|"15"|"2021-11-13"
"19"|"4"|"9"|"2021-11-13"
"20"|"1"|"13"|"2021-11-13"
"20"|"1"|"8"|"2021-11-13"
"20"|"1"|"6"|"2021-11-13"
"20"|"2"|"9"|"2021-11-13"
"20"|"1"|"12"|"2021-11-13"
"21"|"1"|"15"|"2021-11-13"
"21"|"2"|"8"|"2021-11-13"
"21"|"1"|"6"|"2021-11-13"
"21"|"3"|"9"|"2021-11-13"
"22"|"1"|"8"|"2021-11-13"
"22"|"1"|"6"|"2021-11-13"
"22"|"1"|"17"|"2021-11-13"
"22"|"1"|"9"|"2021-11-13"
"22"|"2"|"5"|"2021-11-13"
"22"|"1"|"12"|"2021-11-13"
"22"|"1"|"7"|"2021-11-13"
"22"|"1"|"14"|"2021-11-13"
"23"|"1"|"15"|"2021-11-13"
"23"|"1"|"8"|"2021-11-13"
"23"|"1"|"11"|"2021-11-13"
"23"|"1"|"9"|"2021-11-13"
"23"|"2"|"17"|"2021-11-13"
"23"|"3"|"14"|"2021-11-13"
"23"|"1"|"3"|"2021-11-13"
"24"|"1"|"10"|"2021-11-13"
"24"|"1"|"8"|"2021-11-13"
"24"|"1"|"17"|"2021-11-13"
"24"|"2"|"12"|"2021-11-13"
"24"|"1"|"17"|"2021-11-13"
"24"|"1"|"14"|"2021-11-13"
"1"|"1"|"7"|"2021-11-14"
"1"|"2"|"9"|"2021-11-14"
"2"|"1"|"14"|"2021-11-14"
"2"|"1"|"9"|"2021-11-14"
"3"|"1"|"10"|"2021-11-14"
"4"|"1"|"6"|"2021-11-14"
"4"|"1"|"9"|"2021-11-14"
"5"|"1"|"8"|"2021-11-14"
"8"|"1"|"15"|"2021-11-14"
"9"|"1"|"6"|"2021-11-14"
"9"|"1"|"1"|"2021-11-14"
"11"|"1"|"15"|"2021-11-14"
"12"|"1"|"15"|"2021-11-14"
"12"|"1"|"13"|"2021-11-14"
"13"|"1"|"13"|"2021-11-14"
"14"|"2"|"12"|"2021-11-14"
"14"|"1"|"9"|"2021-11-14"
"15"|"1"|"8"|"2021-11-14"
"15"|"1"|"15"|"2021-11-14"
"15"|"1"|"9"|"2021-11-14"
"16"|"1"|"15"|"2021-11-14"
"16"|"4"|"9"|"2021-11-14"
"16"|"1"|"13"|"2021-11-14"
"17"|"1"|"11"|"2021-11-14"
"17"|"1"|"15"|"2021-11-14"
"17"|"3"|"9"|"2021-11-14"
"18"|"1"|"11"|"2021-11-14"
"18"|"2"|"15"|"2021-11-14"
"18"|"2"|"13"|"2021-11-14"
"19"|"1"|"9"|"2021-11-14"
"20"|"1"|"15"|"2021-11-14"
"20"|"1"|"10"|"2021-11-14"
"20"|"1"|"7"|"2021-11-14"
"20"|"2"|"9"|"2021-11-14"
"21"|"1"|"15"|"2021-11-14"
"21"|"2"|"14"|"2021-11-14"
"21"|"2"|"9"|"2021-11-14"
"21"|"1"|"13"|"2021-11-14"
"22"|"1"|"6"|"2021-11-14"
"22"|"1"|"9"|"2021-11-14"
"22"|"1"|"7"|"2021-11-14"
"22"|"1"|"13"|"2021-11-14"
"23"|"1"|"15"|"2021-11-14"
"23"|"2"|"6"|"2021-11-14"
"23"|"2"|"9"|"2021-11-14"
"24"|"1"|"14"|"2021-11-14"
"24"|"1"|"9"|"2021-11-14"
"1"|"1"|"8"|"2021-11-15"
"1"|"2"|"14"|"2021-11-15"
"1"|"1"|"9"|"2021-11-15"
"1"|"1"|"6"|"2021-11-15"
"8"|"1"|"8"|"2021-11-15"
"8"|"1"|"9"|"2021-11-15"
"9"|"2"|"9"|"2021-11-15"
"10"|"1"|"11"|"2021-11-15"
"10"|"2"|"9"|"2021-11-15"
"11"|"1"|"11"|"2021-11-15"
"12"|"1"|"7"|"2021-11-15"
"12"|"3"|"9"|"2021-11-15"
"13"|"1"|"9"|"2021-11-15"
"14"|"1"|"11"|"2021-11-15"
"15"|"1"|"15"|"2021-11-15"
"15"|"1"|"9"|"2021-11-15"
"15"|"1"|"1"|"2021-11-15"
"16"|"1"|"11"|"2021-11-15"
"17"|"1"|"7"|"2021-11-15"
"17"|"1"|"8"|"2021-11-15"
"17"|"2"|"9"|"2021-11-15"
"17"|"1"|"13"|"2021-11-15"
"18"|"1"|"15"|"2021-11-15"
"18"|"1"|"11"|"2021-11-15"
"18"|"1"|"13"|"2021-11-15"
"19"|"1"|"9"|"2021-11-15"
"20"|"1"|"15"|"2021-11-15"
"20"|"2"|"9"|"2021-11-15"
"20"|"1"|"12"|"2021-11-15"
"20"|"3"|"7"|"2021-11-15"
"21"|"1"|"13"|"2021-11-15"
"21"|"2"|"15"|"2021-11-15"
"21"|"1"|"12"|"2021-11-15"
"21"|"3"|"9"|"2021-11-15"
"21"|"1"|"2"|"2021-11-15"
"22"|"1"|"15"|"2021-11-15"
"22"|"1"|"8"|"2021-11-15"
"22"|"1"|"14"|"2021-11-15"
"22"|"1"|"9"|"2021-11-15"
"22"|"1"|"11"|"2021-11-15"
"23"|"1"|"10"|"2021-11-15"
"23"|"1"|"15"|"2021-11-15"
"23"|"1"|"6"|"2021-11-15"
"23"|"1"|"12"|"2021-11-15"
"23"|"1"|"7"|"2021-11-15"
"24"|"1"|"15"|"2021-11-15"
"24"|"2"|"6"|"2021-11-15"
"24"|"4"|"9"|"2021-11-15"
"24"|"1"|"14"|"2021-11-15"
"24"|"1"|"16"|"2021-11-15"
"1"|"1"|"8"|"2021-11-16"
"1"|"1"|"12"|"2021-11-16"
"2"|"1"|"8"|"2021-11-16"
"2"|"2"|"14"|"2021-11-16"
"2"|"1"|"9"|"2021-11-16"
"6"|"1"|"13"|"2021-11-16"
"8"|"1"|"8"|"2021-11-16"
"9"|"2"|"9"|"2021-11-16"
"10"|"4"|"9"|"2021-11-16"
"11"|"1"|"11"|"2021-11-16"
"11"|"1"|"15"|"2021-11-16"
"11"|"1"|"9"|"2021-11-16"
"12"|"1"|"9"|"2021-11-16"
"12"|"1"|"4"|"2021-11-16"
"13"|"1"|"6"|"2021-11-16"
"13"|"4"|"9"|"2021-11-16"
"14"|"2"|"9"|"2021-11-16"
"15"|"1"|"9"|"2021-11-16"
"16"|"2"|"15"|"2021-11-16"
"16"|"1"|"9"|"2021-11-16"
"17"|"1"|"7"|"2021-11-16"
"17"|"3"|"9"|"2021-11-16"
"17"|"1"|"16"|"2021-11-16"
"18"|"2"|"9"|"2021-11-16"
"19"|"2"|"15"|"2021-11-16"
"19"|"2"|"11"|"2021-11-16"
"19"|"2"|"9"|"2021-11-16"
"19"|"1"|"7"|"2021-11-16"
"20"|"1"|"13"|"2021-11-16"
"21"|"1"|"7"|"2021-11-16"
"21"|"1"|"9"|"2021-11-16"
"21"|"1"|"7"|"2021-11-16"
"21"|"1"|"9"|"2021-11-16"
"22"|"1"|"10"|"2021-11-16"
"22"|"1"|"11"|"2021-11-16"
"22"|"1"|"8"|"2021-11-16"
"22"|"1"|"13"|"2021-11-16"
"23"|"1"|"8"|"2021-11-16"
"23"|"1"|"7"|"2021-11-16"
"23"|"1"|"13"|"2021-11-16"
"24"|"1"|"7"|"2021-11-16"
"24"|"2"|"8"|"2021-11-16"
"24"|"1"|"14"|"2021-11-16"
"1"|"1"|"14"|"2021-11-17"
"1"|"1"|"8"|"2021-11-17"
"2"|"1"|"8"|"2021-11-17"
"2"|"1"|"9"|"2021-11-17"
"3"|"1"|"8"|"2021-11-17"
"3"|"1"|"9"|"2021-11-17"
"3"|"1"|"8"|"2021-11-17"
"3"|"1"|"9"|"2021-11-17"
"4"|"1"|"13"|"2021-11-17"
"4"|"1"|"2"|"2021-11-17"
"5"|"1"|"14"|"2021-11-17"
"5"|"1"|"9"|"2021-11-17"
"6"|"1"|"9"|"2021-11-17"
"8"|"1"|"9"|"2021-11-17"
"9"|"1"|"10"|"2021-11-17"
"10"|"2"|"9"|"2021-11-17"
"11"|"1"|"15"|"2021-11-17"
"11"|"2"|"9"|"2021-11-17"
"12"|"1"|"9"|"2021-11-17"
"13"|"1"|"6"|"2021-11-17"
"13"|"1"|"9"|"2021-11-17"
"15"|"1"|"7"|"2021-11-17"
"15"|"1"|"15"|"2021-11-17"
"15"|"1"|"9"|"2021-11-17"
"16"|"3"|"9"|"2021-11-17"
"16"|"2"|"13"|"2021-11-17"
"17"|"1"|"11"|"2021-11-17"
"17"|"2"|"13"|"2021-11-17"
"17"|"3"|"9"|"2021-11-17"
"18"|"1"|"11"|"2021-11-17"
"18"|"1"|"9"|"2021-11-17"
